word,rock,jazz,alternative rock,eletronic,pop,total
druzya,0,0,0,1,1,2
mentira,2,0,1,1,2,6
beholden,1,1,0,0,1,3
katz,1,1,1,1,1,5
washy,1,1,0,0,0,2
dreidel,4,0,4,0,0,8
psyche,1,1,0,1,0,3
wakabam,1,1,1,1,1,5
marchant,0,1,0,1,0,2
aria,1,0,0,1,1,3
gorilles,0,0,0,1,1,2
nose,1,0,1,0,1,3
does,4,1,1,0,4,10
suite,4,3,1,3,3,14
virtuous,0,0,0,1,0,1
murderous,0,0,0,1,1,2
springpart,0,1,0,0,0,1
wave,5,1,1,4,3,14
cellular,1,0,1,1,1,4
telling,1,0,0,0,1,2
bravest,0,0,0,0,1,1
stiff,1,0,1,1,1,4
button,1,1,0,0,1,3
tokyo,2,0,0,2,0,4
michael,4,2,0,3,3,12
sannyasin,1,0,0,0,1,2
barbara,0,1,0,0,0,1
oopsi,1,0,0,1,1,3
booty,0,0,0,1,0,1
boots,2,0,0,0,2,4
dormire,1,0,0,0,1,2
jump,6,5,4,3,5,23
booth,1,1,0,0,0,2
picked,3,0,2,3,0,8
colonel,1,1,1,1,1,5
sangria,0,1,0,0,1,2
cell,3,0,2,1,1,7
rotten,1,1,1,1,1,5
playa,0,0,0,1,1,2
grenouilles,0,1,0,0,0,1
cela,0,0,0,1,0,1
stance,1,1,0,1,1,4
commercial,2,2,2,2,2,10
chant,2,1,0,2,2,7
coracao,1,1,0,0,0,2
biter,1,0,1,0,0,2
peyte,1,0,0,1,0,2
geng,0,0,0,0,1,1
nameless,1,0,1,1,1,4
salvation,1,0,1,2,0,4
claro,1,1,1,0,1,4
daybreak,0,0,0,1,0,1
clark,1,1,0,0,0,2
lords,0,1,0,0,0,1
clare,0,2,2,0,0,4
mcdermotts,0,0,0,2,0,2
singing,1,1,0,0,1,3
burbullas,0,0,0,1,0,1
cloud,2,2,1,3,2,10
redwing,1,1,0,1,1,4
snoop,0,0,0,0,1,1
remains,2,2,2,1,2,9
crab,1,0,0,0,0,1
zornig,0,0,0,1,0,1
pickney,1,0,0,1,1,3
poppea,1,0,0,0,1,2
started,0,0,0,2,2,4
confused,1,0,0,0,0,1
vuelta,1,0,0,0,0,1
biblicas,0,0,0,0,1,1
justin,3,1,0,0,3,7
crosses,0,0,0,1,0,1
aamutoimet,1,0,1,1,1,4
huesos,0,1,0,1,1,3
ride,13,7,8,9,10,47
crossed,0,0,0,1,0,1
meet,4,1,1,2,4,12
control,8,3,6,2,5,24
votre,0,1,0,0,0,1
halloween,2,0,0,1,3,6
pulling,0,0,0,0,1,1
heut,1,1,1,1,1,5
wonderful,3,4,1,4,3,15
kenna,1,0,1,0,1,3
langem,1,0,1,1,1,4
theydon,1,1,1,1,1,5
talar,1,0,0,1,0,2
vibe,0,1,0,0,0,1
chevrolet,1,0,0,0,1,2
clair,1,0,0,2,2,5
frontiers,1,1,1,1,1,5
gritos,1,1,0,0,0,2
knnykk,1,0,0,1,1,3
thtre,1,1,0,1,1,4
introchamber,1,0,0,0,1,2
valokeilojen,1,0,1,1,1,4
farm,3,2,2,2,0,9
bettinghaus,1,0,1,1,1,4
sewell,1,1,0,0,0,2
spelling,0,1,0,1,0,2
scoob,0,0,1,1,0,2
ramblin,0,0,1,0,0,1
xenophobic,1,0,1,0,1,3
samaritanas,0,0,0,0,1,1
corral,1,0,0,0,1,2
raliste,0,0,0,0,1,1
vapauden,1,0,0,1,1,3
weiners,0,0,0,1,0,1
unbreakable,0,1,0,0,1,2
harajuku,1,0,0,0,1,2
spero,0,0,0,0,1,1
slickers,1,0,0,1,0,2
cuestion,0,0,0,0,1,1
calliope,1,1,0,1,1,4
outer,1,0,0,0,0,1
broom,1,0,0,1,1,3
dancin,1,1,1,1,1,5
cavalleria,1,1,1,1,1,5
takao,1,1,0,1,1,4
doodlin,0,1,0,0,0,1
lindas,1,1,1,1,1,5
breezin,0,0,0,0,1,1
camino,1,0,0,1,1,3
lightnin,1,1,0,0,1,3
placid,0,0,0,2,0,2
hands,6,3,3,4,8,24
sweety,1,1,0,1,1,4
handz,1,1,0,1,1,4
plecaciunea,1,0,0,1,0,2
masters,1,0,0,0,0,1
rahzel,0,1,0,0,1,2
university,2,0,0,2,2,6
hootchie,1,0,0,1,0,2
hacer,2,0,0,0,3,5
candela,1,2,0,1,1,5
blarneyformasian,1,0,1,1,0,3
splitloop,1,0,0,1,0,2
illuminate,0,0,0,1,0,1
warten,1,1,1,1,1,5
baroudeur,1,1,0,1,1,4
sands,1,1,1,1,1,5
morton,0,1,0,0,1,2
special,9,4,5,7,7,32
ricks,1,0,0,1,0,2
fathom,1,1,0,1,1,4
ricky,1,0,0,0,1,2
hardway,0,0,0,1,0,1
chatma,1,0,1,0,0,2
wich,1,1,1,1,2,6
umbrella,2,0,0,1,2,5
flamme,1,1,0,0,1,3
marea,1,0,1,1,1,4
interplanetary,1,1,0,0,1,3
segredo,1,1,0,0,0,2
wizard,0,1,0,0,1,2
negros,0,0,0,0,1,1
printemps,1,2,0,0,2,5
princess,1,0,0,1,0,2
drowning,1,0,1,0,0,2
route,1,0,1,1,0,3
gallina,1,0,0,0,1,2
keep,11,9,5,10,13,48
stride,1,0,0,1,0,2
complainingremixjam,1,0,0,0,1,2
kitteldags,1,0,0,1,1,3
svedomi,1,1,1,0,1,4
buckle,1,1,1,0,1,4
bambenella,0,0,0,0,1,1
sonnenfreunde,0,0,0,1,0,1
congo,1,1,0,0,1,3
bitch,2,1,2,2,2,9
sosa,1,0,0,0,0,1
quality,1,1,1,0,1,4
hiding,2,0,0,0,1,3
fella,1,0,1,1,0,3
bears,1,0,0,0,1,2
africanas,1,1,1,1,1,5
wrapper,1,0,0,1,0,2
foldiv,0,0,0,1,0,1
boken,1,0,0,0,0,1
quieras,0,0,0,1,2,3
wrapped,1,0,0,0,1,2
final,6,4,2,5,9,26
frustration,1,1,1,1,1,5
urbania,0,0,0,0,1,1
huan,0,0,0,0,1,1
listo,1,0,1,0,0,2
dyna,0,1,0,1,1,3
masking,1,0,1,1,0,3
waist,0,0,0,1,0,1
splendido,1,1,0,1,1,4
damaja,0,1,0,0,0,1
assouf,1,0,1,0,0,2
dumb,2,2,1,1,2,8
kitties,1,0,1,1,1,4
drunk,2,1,1,2,1,7
close,5,3,3,5,6,22
need,23,13,13,19,20,88
sacre,0,1,0,0,0,1
sacra,0,1,0,1,0,2
dolorosa,1,0,1,1,1,4
bastard,1,0,0,0,0,1
enqute,1,0,0,1,1,3
jaunt,0,1,0,0,0,1
singe,1,0,0,1,1,3
singh,1,0,1,1,1,4
brand,0,0,0,0,1,1
discos,0,0,0,1,0,1
intentions,2,0,1,0,2,5
duele,1,1,0,0,0,2
kanaria,1,0,0,1,1,3
lultimo,1,0,0,0,1,2
stereo,3,1,2,3,2,11
beatnuts,0,1,0,1,0,2
upset,1,1,0,1,1,4
silenzio,1,1,1,1,1,5
astonishing,1,0,1,0,1,3
kaloobafak,1,0,0,0,1,2
snapshot,1,0,1,1,1,4
indo,0,0,0,1,1,2
wagoners,1,0,0,0,1,2
hitaat,1,0,1,1,1,4
desiluso,1,1,0,0,1,3
anyway,1,0,0,1,1,3
poesa,1,0,1,1,1,4
doigts,1,0,1,1,1,4
soldiers,1,0,0,0,0,1
lowlands,1,1,1,0,1,4
serpentarius,0,0,0,1,0,1
unfinished,1,2,0,1,1,5
acension,1,1,1,1,0,4
brighten,1,0,0,0,1,2
arabian,1,0,1,1,1,4
creamer,0,0,0,1,0,1
libre,1,1,0,1,1,4
fuel,1,1,0,0,0,2
infernal,0,0,1,0,0,1
heartshaped,1,0,1,0,0,2
collinerodolfoschaunardchildrentownspeoplemusetta,0,1,0,0,0,1
lynn,0,0,0,0,1,1
deine,0,0,1,1,0,2
exaltation,1,0,1,0,1,3
murphey,1,1,0,1,0,3
joint,1,1,1,1,1,5
leben,1,1,1,1,1,5
years,5,2,2,2,1,12
borin,1,0,0,0,0,1
endless,4,0,2,1,1,8
evolution,1,0,1,1,1,4
tobacco,1,0,1,0,0,2
gras,2,2,0,0,2,6
benzer,0,1,0,0,1,2
gran,2,0,0,1,1,4
dangerous,2,1,1,1,2,7
grad,3,1,1,2,3,10
grae,1,0,0,1,1,3
preach,1,0,0,0,1,2
gillum,0,1,0,0,0,1
mewerthercharlotte,0,1,0,0,0,1
nuttin,0,0,0,1,0,1
prayers,0,1,0,0,0,1
faroe,0,1,0,1,0,2
pitch,1,1,0,1,1,4
tromorckbank,1,1,1,1,0,4
shaan,1,1,1,1,1,5
freeze,2,1,1,1,2,7
humano,0,1,0,1,0,2
computer,2,1,0,2,2,7
desperate,1,0,0,0,1,2
sensualite,0,0,0,1,0,1
danger,2,0,0,0,0,2
skylark,0,1,0,1,1,3
nightmare,2,0,0,0,0,2
dundee,0,1,0,1,1,3
remembergreat,1,1,1,1,1,5
state,2,1,0,1,2,6
caja,0,1,0,0,1,2
joyo,1,0,0,0,1,2
tyre,1,1,0,1,1,4
horrible,1,0,1,1,1,4
sabotage,1,0,0,0,0,1
llamado,0,0,0,0,1,1
dogon,0,0,0,1,0,1
buckets,1,1,0,0,0,2
kicking,1,0,0,0,0,1
merry,3,4,1,2,4,14
approval,1,0,1,0,0,2
precious,3,3,0,1,3,10
sextetgilded,1,1,0,1,0,3
solace,1,0,0,1,0,2
fishin,2,2,0,0,2,6
hits,1,0,1,1,1,4
beenie,1,1,1,1,1,5
career,3,2,3,2,2,12
minds,1,0,1,0,1,3
subcode,1,1,1,1,0,4
mudhump,1,1,1,1,0,4
dominique,1,1,0,0,1,3
tuesday,1,2,0,1,1,5
harmonic,1,1,1,1,1,5
harmonia,2,0,0,2,0,4
denise,2,2,2,2,0,8
freaxxx,1,0,1,1,1,4
kings,1,1,0,0,1,3
wyclef,1,0,0,0,2,3
erased,1,0,0,1,1,3
quit,2,1,0,1,1,5
stompin,0,1,0,1,1,3
polka,1,2,0,0,1,4
cent,2,1,1,2,2,8
slowly,2,0,2,1,2,7
treat,2,1,1,2,2,8
whisper,1,1,0,0,1,3
ship,2,3,0,2,3,10
mdchen,1,1,0,1,1,4
senses,1,0,0,0,1,2
oversleeping,1,1,0,1,1,4
trebraruna,1,0,0,0,0,1
shameless,1,0,0,1,1,3
bahama,0,1,0,0,0,1
harder,1,1,0,1,1,4
chamar,1,1,1,1,1,5
tuggathanug,0,0,0,1,0,1
rudedrum,1,1,1,1,1,5
enamorate,1,1,0,1,1,4
simons,1,0,0,1,0,2
demo,20,7,9,8,9,53
aurle,1,1,0,1,1,4
swinging,2,2,0,1,2,7
hearted,3,1,1,2,3,10
bucks,1,1,1,1,1,5
goodfellas,0,1,0,0,0,1
shooting,1,0,1,0,2,4
parte,1,0,0,0,1,2
chante,1,0,0,0,0,1
balloon,0,0,0,0,1,1
parto,2,2,0,2,3,9
strange,4,4,1,3,4,16
speaker,0,0,0,1,1,2
underground,1,0,1,1,1,4
party,17,7,9,11,14,58
buzz,0,1,0,0,0,1
nightly,1,0,0,1,1,3
paechar,1,1,0,1,1,4
magician,1,1,0,1,0,3
isch,1,1,1,1,0,4
destruction,3,1,1,3,3,11
poultry,0,0,0,1,0,1
obstacles,1,0,0,0,0,1
well,6,4,1,5,3,19
guidum,0,1,0,0,0,1
senza,1,0,1,0,0,2
onda,1,0,1,1,1,4
underdog,2,0,1,1,2,6
flies,2,1,2,2,2,9
distant,1,4,0,3,1,9
laurel,0,0,0,0,1,1
devient,1,0,1,1,1,4
femme,1,1,1,0,2,5
tontos,1,0,0,0,1,2
fasttrack,1,1,1,1,1,5
stratus,1,0,1,0,0,2
vida,4,5,1,5,5,20
patricia,1,1,1,0,1,4
reasons,1,1,0,0,1,3
atrapado,1,1,0,1,1,4
kick,4,2,3,1,3,13
jesper,1,0,0,0,0,1
livin,8,5,4,4,4,25
fate,1,1,0,0,1,3
crushed,0,0,1,1,0,2
amthran,0,1,0,0,0,1
burden,2,0,1,1,2,6
guerrier,1,1,0,0,1,3
lincoln,1,1,0,0,1,3
renegade,1,0,1,1,1,4
lost,16,4,6,13,10,49
fingerprints,1,0,1,1,1,4
fernando,1,1,0,1,1,4
candy,1,1,1,1,0,4
peixes,1,1,0,1,0,3
lose,5,3,3,2,2,15
japjit,0,1,0,1,0,2
rote,1,1,1,1,1,5
regresar,1,0,0,0,1,2
seigneur,0,1,0,1,0,2
retrato,0,0,0,1,0,1
hush,0,1,0,0,1,2
francisco,1,2,1,2,3,9
shes,14,6,5,3,6,34
shep,1,1,0,0,1,3
cleveland,2,0,0,1,2,5
voadora,0,0,0,1,0,1
petes,0,2,0,2,2,6
heartache,1,1,1,1,1,5
filero,1,1,0,1,1,4
broad,1,0,1,1,1,4
kettle,1,0,0,0,0,1
hannos,1,1,0,1,1,4
cradle,1,0,0,1,1,3
wendy,1,1,1,0,1,4
desejos,1,1,0,1,1,4
tides,1,0,1,0,0,2
coated,1,1,0,2,1,5
reaching,1,1,0,1,1,4
puede,1,0,1,0,1,3
tarha,1,1,1,1,0,4
bundle,1,1,0,0,1,3
refuge,1,0,1,0,1,3
macleods,1,0,0,0,0,1
freedom,5,1,2,2,7,17
madame,1,1,0,0,1,3
compatible,0,0,0,0,1,1
unbreak,2,0,0,1,2,5
tongue,1,0,0,1,1,3
accapella,1,0,0,1,1,3
chulo,1,0,0,1,1,3
pistols,1,0,0,0,0,1
previously,3,1,2,0,2,8
washington,1,1,0,0,1,3
sadiko,0,0,0,0,1,1
crumbsnatchers,1,1,1,1,1,5
cocoa,1,1,1,1,0,4
couldnt,3,0,1,0,1,5
tabernacle,1,0,1,0,0,2
jing,2,0,0,2,3,7
machopolka,1,1,0,1,0,3
dolores,0,0,0,0,1,1
claras,1,1,0,1,0,3
imperial,1,2,0,0,1,4
synthesizer,1,1,0,1,1,4
afrika,1,1,0,1,1,4
inner,3,1,1,2,1,8
mohair,1,1,1,1,1,5
prophetic,1,0,1,1,0,3
north,2,1,0,2,2,7
bodyfly,0,1,0,1,0,2
jubilation,1,1,0,1,1,4
nobodys,1,0,0,0,1,2
gail,0,1,0,1,0,2
ultimo,1,0,0,0,1,2
brick,2,0,2,2,1,7
dama,0,0,0,0,1,1
rumba,1,1,0,2,2,6
svartr,1,0,0,1,0,2
cella,1,0,0,1,1,3
walter,1,0,1,1,1,4
penny,1,0,1,0,1,3
twist,4,4,1,1,2,12
beats,2,2,1,2,1,8
claraazusa,1,1,0,1,1,4
mejor,0,0,0,0,1,1
kissed,1,1,0,1,1,4
eric,1,0,1,1,1,4
pussycat,0,1,0,0,0,1
keogh,1,1,1,1,1,5
meteor,0,0,0,0,1,1
katies,1,0,1,0,1,3
talkin,4,1,1,2,2,10
motivator,1,0,1,1,0,3
allstars,1,0,1,1,1,4
fois,2,1,2,1,1,7
stay,9,8,4,9,9,39
backstage,1,1,0,1,1,4
pathways,1,0,0,1,0,2
traxx,0,0,0,1,0,1
stan,1,0,1,0,1,3
pinup,1,1,1,1,1,5
friends,8,5,2,5,6,26
coya,1,0,0,0,1,2
martin,2,1,2,1,3,9
extrao,3,0,0,1,3,7
lives,1,0,0,0,0,1
alkohol,1,1,1,1,0,4
prfrence,1,1,0,1,1,4
phunk,1,0,0,1,1,3
dynamix,0,1,0,1,0,2
captain,3,2,1,2,4,12
auprs,1,1,0,0,1,3
buddy,1,3,0,1,0,5
poco,0,0,0,0,2,2
swan,1,0,1,2,1,5
sweetest,4,2,0,0,4,10
dontchaletmecatchya,0,0,0,0,1,1
sorry,1,0,1,1,2,5
fists,1,0,0,0,0,1
rescue,2,1,0,2,1,6
downstream,1,1,0,1,1,4
void,2,1,0,2,0,5
kutcha,0,1,0,0,0,1
smack,1,0,1,0,0,2
georgia,1,0,0,0,1,2
voix,1,0,0,0,1,2
confederate,1,0,1,1,0,3
voir,1,1,0,1,1,4
pilgrim,1,0,0,0,1,2
sangre,2,0,2,1,3,8
operette,0,0,0,0,1,1
prohibido,0,0,0,1,0,1
dagens,0,0,0,1,0,1
frre,1,1,0,1,1,4
dpenaills,1,1,1,1,1,5
washout,1,0,0,1,0,2
clothes,2,0,1,2,3,8
force,2,2,0,1,2,7
dennen,1,1,0,0,1,3
histoire,2,1,1,1,2,7
canela,0,0,0,0,1,1
japanese,1,0,1,1,1,4
crave,1,0,1,0,0,2
olvido,1,0,0,0,1,2
fixin,1,1,0,0,0,2
even,1,1,0,0,1,3
fugs,1,0,0,0,0,1
tipo,0,1,0,1,0,2
wreck,1,1,1,1,0,4
orchestre,0,0,0,0,1,1
hate,7,3,3,3,6,22
panama,2,0,0,0,2,4
orchestra,1,1,0,0,1,3
while,4,3,1,1,2,11
lights,4,2,2,3,3,14
cheng,1,0,0,0,1,2
ever,12,12,7,6,16,53
mamas,1,0,0,0,1,2
million,2,1,1,2,3,9
never,39,20,15,26,32,132
meurt,1,0,1,1,0,3
nicht,4,2,2,3,4,15
active,1,0,0,1,0,2
tapes,2,1,0,0,1,4
jams,2,0,2,0,1,5
fked,1,0,0,0,0,1
jsuis,1,1,1,1,1,5
guide,1,0,0,0,1,2
omar,0,0,0,1,1,2
prolog,1,0,0,1,0,2
reste,1,1,0,1,1,4
fantastic,1,1,0,0,1,3
digitally,7,4,1,4,6,22
weevil,1,2,0,0,0,3
county,1,1,0,1,1,4
ninety,1,0,0,0,0,1
menuet,0,1,0,0,0,1
landscape,0,0,1,0,0,1
army,2,2,1,3,1,9
arms,7,2,3,2,6,20
calabar,1,1,0,1,1,4
call,19,11,6,14,14,64
calm,3,0,1,2,3,9
tell,19,8,6,13,17,63
oscar,1,0,0,0,0,1
wars,1,0,0,0,0,1
tahitian,1,1,0,1,1,4
warm,1,0,1,1,1,4
frenzy,1,1,0,1,0,3
room,7,4,7,5,9,32
rights,3,1,1,1,1,7
roof,2,1,1,2,1,7
movies,5,3,3,1,6,18
foliage,1,1,1,1,1,5
dunno,1,0,0,0,0,1
kumal,1,1,0,1,1,4
give,22,8,6,14,12,62
climax,2,1,1,2,2,8
honey,2,1,1,1,5,10
karola,1,1,1,1,1,5
frieda,0,1,0,0,1,2
unforgettable,1,0,0,1,1,3
satu,1,1,0,0,1,3
january,1,0,4,0,3,8
principe,0,1,0,1,2,4
amazing,6,6,2,4,6,24
answer,3,0,1,3,2,9
stille,1,0,0,1,1,3
quoi,1,0,0,0,1,2
quon,0,0,0,1,0,1
apartes,1,0,0,0,1,2
cadillac,2,2,1,2,2,9
besito,0,1,0,1,1,3
santos,1,1,0,0,1,3
silverstatixremix,1,0,0,1,1,3
curiosity,1,1,1,1,1,5
klarar,1,1,1,1,1,5
president,2,0,1,2,1,6
royce,1,1,0,1,1,4
annies,1,0,0,0,1,2
szallegretto,0,0,0,0,1,1
maintain,1,0,1,1,0,3
goodbye,8,5,2,0,7,22
banger,0,0,0,1,0,1
belong,5,2,2,2,4,15
madrugada,1,0,0,0,1,2
deck,3,1,1,1,2,8
fifi,0,0,0,0,1,1
lontananza,0,1,0,1,0,2
helena,2,0,0,1,2,5
mckoy,0,0,0,1,0,1
mumbo,0,1,0,0,0,1
ghastly,1,0,0,0,0,1
sickman,1,0,1,0,0,2
wickedness,1,1,1,2,1,6
before,3,2,0,0,0,5
triesteitaliana,1,0,1,0,0,2
cumayon,1,1,0,1,1,4
personal,2,2,0,1,1,6
gente,1,0,1,1,1,4
better,17,7,10,9,15,58
centrali,1,1,0,1,1,4
gents,0,0,0,0,1,1
apogee,0,1,0,1,0,2
hatesex,1,0,1,1,0,3
unemployed,1,1,0,1,0,3
isea,1,0,1,1,1,4
ernesto,1,1,0,0,1,3
grammar,1,1,0,1,1,4
meat,5,5,0,2,2,14
chuckanut,1,0,1,1,0,3
acoustic,19,13,16,12,21,81
went,1,0,0,1,0,2
side,13,8,4,6,8,39
bone,1,1,0,0,1,3
mean,5,3,2,2,3,15
doux,1,1,0,1,1,4
weightless,1,1,1,1,1,5
tannenbaum,1,0,0,1,0,2
dawg,1,1,0,1,0,3
trading,1,1,1,1,1,5
jours,2,1,1,2,2,8
doug,0,1,0,0,1,2
dawn,2,1,1,1,2,7
extract,1,0,1,1,1,4
nertz,0,1,0,0,1,2
tales,3,0,2,0,3,8
gelder,1,3,0,3,0,7
lurks,1,0,1,1,1,4
tredversfurua,1,0,0,0,0,1
patricks,2,0,0,1,2,5
satana,1,0,0,1,0,2
surprise,1,0,0,0,0,1
kanssani,1,0,1,0,1,3
grease,1,2,0,2,1,6
turning,3,1,1,2,3,10
telecommunication,0,0,0,0,1,1
revenge,0,0,1,1,0,2
negocio,0,0,0,1,0,1
maurel,0,0,0,1,0,1
greasy,1,0,0,1,1,3
shaggy,1,0,0,0,1,2
loup,1,1,1,1,1,5
manisero,1,1,0,0,1,3
cosmic,1,0,0,0,0,1
undercover,0,0,0,0,1,1
mompfreed,0,0,0,0,1,1
martillo,1,1,0,1,1,4
moving,5,2,4,5,3,19
loud,1,0,1,1,2,5
yakami,0,0,0,0,1,1
fuckin,3,0,2,2,2,9
wanikaa,1,0,0,1,0,2
longue,1,0,0,1,1,3
agradea,1,1,0,1,0,3
hoop,2,0,0,0,0,2
massif,1,1,1,1,1,5
hook,1,1,1,1,1,5
disappearing,1,1,0,1,1,4
campeones,1,0,1,0,1,3
albinonis,1,1,0,0,1,3
hood,2,1,0,0,3,6
leaders,1,0,0,1,1,3
broch,1,1,0,0,0,2
bonita,0,1,0,0,0,1
girls,15,6,8,12,13,54
interlude,4,4,4,6,8,26
girle,2,0,2,2,2,8
cccp,1,1,1,1,1,5
moisture,1,0,1,1,1,4
abril,1,0,1,1,1,4
zindegi,0,0,1,1,1,3
hadnt,1,0,1,0,1,3
eastman,1,0,0,1,0,2
pluie,1,2,0,0,2,5
begins,3,1,0,1,2,7
distance,1,2,0,1,1,5
anxiety,1,0,1,0,0,2
fairytale,2,0,1,0,3,6
consuelate,1,1,0,1,1,4
preparation,1,0,0,1,1,3
matter,6,4,3,1,5,19
solomon,0,0,0,0,1,1
louder,0,0,0,3,0,3
rosario,0,0,0,1,1,2
cavaleiro,0,1,0,0,0,1
sees,1,0,1,1,1,4
modern,2,0,0,0,1,3
mind,23,9,6,16,22,76
mine,10,6,4,5,9,34
yachts,1,0,0,1,1,3
seed,3,1,1,0,2,7
commandement,1,1,0,1,1,4
tocadiscos,1,0,0,1,1,3
seen,5,1,3,2,5,16
seem,2,1,1,1,2,7
seek,2,1,1,2,1,7
tells,1,0,0,1,0,2
expeditions,1,0,0,1,0,2
andati,1,0,0,0,1,2
ablowin,1,1,0,0,0,2
timberlake,3,1,0,0,3,7
qliphothic,1,0,1,1,0,3
gabriels,1,0,0,1,1,3
llores,0,1,0,0,0,1
sleeper,2,1,1,1,1,6
siote,1,0,1,0,0,2
memorabilia,1,0,1,1,1,4
marin,1,1,1,1,0,4
regular,1,0,0,1,0,2
mharais,0,0,0,1,0,1
nietch,1,1,0,0,1,3
shabazz,1,0,1,1,1,4
marie,1,3,0,0,1,5
olhos,0,1,0,0,0,1
maria,7,5,1,2,7,22
broadcast,2,0,0,0,2,4
alarm,3,3,1,1,4,12
definitely,1,0,0,1,0,2
scotch,2,1,0,0,0,3
urgency,1,0,0,0,2,3
planetary,1,0,0,0,0,1
hunger,1,1,1,1,1,5
rapture,1,1,0,2,1,5
visitor,1,0,1,0,0,2
chord,1,1,1,1,0,4
poison,1,0,1,0,0,2
cumberland,1,0,0,1,1,3
efharisto,1,0,0,0,1,2
sugar,3,4,0,4,3,14
unleashed,1,0,0,0,1,2
quieres,1,1,0,2,2,6
gangsta,1,1,0,1,2,5
hornys,0,0,0,1,1,2
monica,0,0,0,0,1,1
hollers,1,1,0,0,1,3
vermiss,0,0,0,0,1,1
tailors,0,1,0,1,0,2
stop,22,10,11,10,14,67
coast,2,2,1,1,2,8
watermelon,2,3,1,1,3,10
breakbeat,1,0,1,1,1,4
saturn,1,0,1,0,1,3
flowerpots,0,1,0,1,0,2
fields,4,3,2,3,3,15
disco,3,1,1,3,4,12
juoksuhautatwist,1,0,0,1,0,2
softly,4,1,2,3,3,13
playstation,1,0,1,0,0,2
fascinating,0,1,0,0,0,1
cerca,1,0,0,1,1,3
reefer,2,1,2,0,1,6
preta,1,1,0,1,0,3
phull,0,0,0,1,0,1
preto,0,0,0,1,0,1
juliet,1,0,1,0,1,3
pete,1,0,1,0,0,2
voyage,1,1,1,1,0,4
said,6,1,3,4,7,21
scrap,1,1,0,1,1,4
sais,1,0,1,1,1,4
tergum,1,1,1,1,0,4
pampa,1,0,0,0,1,2
warrior,0,1,0,0,0,1
lazy,1,1,0,0,2,4
everchanging,1,0,0,0,1,2
dressin,1,0,1,0,0,2
cousin,0,1,0,0,0,1
fiacre,1,1,0,0,1,3
compton,1,1,0,1,1,4
against,4,2,2,3,3,14
nordcore,1,0,1,1,1,4
foran,0,1,0,0,0,1
fillmore,2,2,0,2,2,8
kalyan,1,1,0,1,1,4
path,1,0,0,0,0,1
iffectz,1,0,0,1,1,3
loaded,1,1,1,1,2,6
paille,1,1,0,1,1,4
putt,0,0,0,1,0,1
interesa,1,0,1,1,1,4
asky,1,0,0,0,0,1
three,14,7,5,5,10,41
alcun,1,0,0,1,0,2
lovely,3,3,1,3,3,13
riley,0,1,0,1,0,2
threw,1,0,0,0,0,1
mhet,0,1,0,0,0,1
sunshine,4,3,2,1,4,14
allez,0,1,0,1,0,2
puedes,1,0,1,1,1,4
koti,1,1,1,1,1,5
ugli,1,0,1,1,0,3
paperman,1,1,1,1,1,5
tank,0,0,0,0,1,1
servin,0,0,0,0,1,1
tang,0,0,0,0,1,1
starts,1,0,0,0,1,2
jimprovise,1,1,1,1,1,5
ugly,1,0,0,2,0,3
near,3,1,0,1,2,7
tany,1,1,0,1,1,4
balance,1,0,1,1,1,4
nows,0,1,0,0,1,2
spawn,1,0,1,0,1,3
seven,5,2,2,2,3,14
mexico,1,0,1,1,1,4
cano,0,1,0,1,0,2
ritorna,0,0,0,0,1,1
kummiset,1,1,1,1,1,5
shame,0,0,0,1,1,2
cant,37,17,16,27,23,120
deckers,1,0,1,0,0,2
amour,1,3,1,2,2,9
grown,4,3,4,2,4,17
grnn,1,0,0,0,0,1
quand,3,1,2,2,2,10
belle,0,0,0,1,0,1
make,24,13,6,17,21,81
poulenc,0,1,0,0,1,2
belly,0,1,0,1,1,3
vegetable,1,1,1,1,1,5
grows,0,0,0,0,1,1
bells,8,5,2,6,8,29
lunes,1,0,0,0,1,2
meets,1,0,0,1,0,2
livre,0,2,0,2,1,5
ella,4,3,1,2,0,10
elle,2,1,1,3,2,9
dominions,0,0,1,0,0,1
waterfall,2,2,0,1,1,6
unicorn,1,1,1,1,1,5
jealous,1,1,0,0,1,3
ruff,1,0,0,0,1,2
firedance,0,0,0,1,0,1
transamazonia,1,0,1,1,1,4
presto,1,0,0,1,1,3
lightman,1,0,0,1,0,2
unconditionally,1,1,1,0,0,3
youre,22,12,13,10,21,78
neptune,1,1,0,1,0,3
studen,0,0,0,0,1,1
practices,0,1,0,0,0,1
roma,1,1,0,1,1,4
anchorman,1,1,0,0,1,3
vargbrodern,1,0,0,1,0,2
hacen,1,0,0,0,1,2
yours,3,0,2,3,2,10
left,10,4,3,6,4,27
just,32,22,15,20,34,123
kinky,2,0,2,1,2,7
sporting,1,1,0,1,1,4
mientras,0,0,0,0,1,1
fighters,1,1,0,0,1,3
human,8,2,7,3,2,22
acappella,1,1,0,1,0,3
angelito,1,0,0,0,1,2
bananza,0,1,0,0,1,2
sunflower,0,1,0,0,1,2
savu,1,0,1,1,1,4
royal,3,2,0,2,2,9
unlearn,0,0,1,0,0,1
autumns,1,0,0,0,0,1
harald,0,0,0,0,1,1
save,3,2,2,3,4,14
atrapados,1,0,0,1,1,3
infantil,0,1,0,1,1,3
pichleh,0,0,1,1,0,2
bboy,2,2,0,2,2,8
background,5,1,1,1,4,12
